Id,Label,InDegree,OutDegree
210207001,unknown,1,0
210207006,unknown,1,1
371281468,2,1,0
94343580,unknown,2,1
94343588,unknown,1,1
6406800,unknown,0,1
94343586,unknown,3,1
96571351,2,1,0
183721,unknown,0,1
372402517,unknown,1,0
71245860,unknown,1,1
193061318,unknown,1,0
94147076,unknown,0,1
288701092,unknown,1,1
105282718,unknown,1,1
231862854,unknown,1,0
94343572,unknown,1,1
73173789,unknown,0,1
114960531,unknown,1,1
94343576,unknown,0,2
218201606,2,1,0
198748317,unknown,0,1
2512724,2,0,18
97403284,2,1,1
288490651,unknown,0,1
279483498,unknown,1,1
7909238,unknown,2,1
94343562,unknown,0,2
94343566,unknown,2,1
45684402,unknown,1,2
363659016,unknown,1,1
363659013,unknown,1,2
91294577,unknown,1,1
238250328,unknown,3,0
238250325,unknown,1,1
114960515,unknown,1,1
115478131,unknown,1,1
105992941,unknown,0,1
115478129,unknown,1,1
336489910,unknown,1,0
33482217,unknown,1,1
193061349,unknown,1,0
115478128,unknown,0,1
368818547,unknown,0,2
238250322,2,2,1
91294594,unknown,1,1
11494449,2,1,1
164715235,unknown,0,1
40393497,unknown,1,1
279865381,unknown,0,1
121386008,unknown,1,1
250210121,unknown,1,1
14120185,unknown,1,1
250210128,2,1,0
372980809,unknown,1,0
85624208,unknown,2,0
33917980,2,1,1
149668173,unknown,1,1
248894457,unknown,0,1
16075112,unknown,1,0
272069840,unknown,0,1
99212640,unknown,1,0
372534329,2,0,2
355955547,unknown,0,2
272069837,unknown,0,2
272069838,unknown,1,2
149129504,1,1,1
272069836,unknown,1,2
280087488,unknown,1,1
261279960,2,0,1
363434992,2,1,0
248894466,unknown,1,1
209076296,unknown,1,1
179042705,unknown,1,1
288701065,unknown,2,1
299375786,unknown,1,0
58690067,unknown,0,1
331630969,unknown,0,1
119541224,2,1,0
272069865,unknown,1,2
272069868,2,0,2
288701070,unknown,1,1
338284718,unknown,2,0
299375777,unknown,1,0
43823088,unknown,1,1
66972328,unknown,2,1
153687767,unknown,1,0
288701077,unknown,1,1
153687768,unknown,3,0
338284717,unknown,1,1
210628484,2,1,1
272069858,2,1,0
210628488,unknown,1,1
94147086,2,0,2
288701081,unknown,1,1
101651119,2,1,1
288701084,unknown,1,1
16075120,unknown,1,0
13736923,unknown,1,1
288701086,unknown,2,1
149443652,unknown,1,1
56147299,2,1,0
149443650,unknown,1,1
95596803,unknown,2,1
199933971,2,0,1
105796001,unknown,1,2
190433439,unknown,1,2
66972390,unknown,1,1
272069804,unknown,0,1
38484089,2,1,1
64429428,unknown,1,0
66972394,unknown,1,1
308276241,unknown,1,0
55077489,unknown,0,1
224241434,unknown,0,2
224241432,unknown,0,2
312230094,unknown,2,2
96717919,unknown,0,1
106785169,2,2,0
224241436,unknown,0,1
72868109,unknown,1,1
314868040,unknown,1,0
66972381,unknown,0,1
93328591,2,1,1
279169727,unknown,1,1
372955899,2,1,0
246400751,2,9,0
66972379,unknown,1,1
390353066,unknown,0,1
224241425,unknown,0,2
272069820,unknown,0,2
105796020,unknown,0,1
250210142,unknown,1,1
99212616,unknown,0,1
272069828,unknown,3,2
209943853,unknown,1,2
346131369,unknown,0,1
209943857,unknown,1,1
19043970,unknown,1,4
181979139,2,0,1
204035319,unknown,1,0
19043971,unknown,1,3
390353058,unknown,1,1
390353059,unknown,1,0
372534330,2,0,2
224241411,unknown,2,2
272069812,unknown,0,1
191134703,2,0,1
378657146,unknown,2,0
245689997,unknown,1,0
245689995,unknown,1,1
346131358,unknown,1,1
245689990,unknown,1,0
279155101,unknown,0,1
191134701,2,0,1
163726557,unknown,0,1
149154533,2,0,1
86589161,unknown,0,1
298938351,1,1,1
283174697,unknown,1,0
54784379,unknown,0,3
54784384,unknown,0,1
231994656,unknown,1,2
179556336,unknown,1,0
279037820,unknown,1,2
86589151,unknown,0,1
316269319,unknown,0,1
313772428,2,1,1
54784372,unknown,1,1
58679683,unknown,0,1
163726579,unknown,0,1
12169410,unknown,1,2
218059727,unknown,0,1
234790576,unknown,4,1
209101880,unknown,0,1
116178093,unknown,1,1
45841723,unknown,1,1
116178098,unknown,1,1
362891755,unknown,0,1
225915703,unknown,1,0
218059737,2,0,2
234608801,unknown,1,0
86589137,unknown,1,1
86589129,unknown,1,2
119687367,unknown,1,1
29609263,unknown,0,1
65708759,unknown,1,1
225915718,unknown,1,1
73016471,2,0,1
346170869,unknown,0,2
346170872,unknown,1,2
218059710,unknown,1,0
33746092,unknown,1,0
101651006,2,0,1
390078470,unknown,0,2
272069882,unknown,1,1
72301113,unknown,1,2
372534407,unknown,0,1
72301112,unknown,1,1
72301118,1,1,2
232366284,unknown,1,2
73016469,unknown,1,1
94015242,unknown,0,2
346855692,unknown,1,1
94054843,unknown,0,1
234633847,unknown,1,1
268823721,unknown,0,1
94054844,unknown,0,1
276659038,unknown,1,1
355955500,unknown,0,1
218059723,2,0,2
100808999,2,1,0
144994729,unknown,0,1
116913305,unknown,1,0
2644634,unknown,0,31
234188172,2,0,2
390510822,2,2,1
234188170,2,1,1
215102406,unknown,1,0
72301127,2,1,1
37759155,2,1,0
272319467,unknown,1,0
346170874,2,0,1
54784389,unknown,1,2
225048111,unknown,1,1
12458900,unknown,1,0
54784392,unknown,1,0
191674797,unknown,3,0
101915256,unknown,1,0
54784390,unknown,1,2
72315761,2,0,2
11073718,unknown,0,1
300438048,2,1,0
97810198,unknown,1,0
378236540,unknown,1,1
310146568,unknown,1,2
378236544,unknown,1,1
382913366,unknown,1,1
102747552,unknown,1,0
310146561,2,1,0
78082995,unknown,1,0
97731958,unknown,0,1
67779053,unknown,2,0
310146553,unknown,0,1
378236551,unknown,1,2
121978551,2,1,0
54759359,unknown,0,2
11323094,unknown,0,1
193061360,unknown,1,0
4335960,unknown,1,0
193061374,unknown,1,0
311870832,unknown,1,0
311870835,unknown,1,0
385989754,unknown,0,1
268823712,unknown,0,2
156158840,unknown,2,1
198366456,unknown,1,0
200576531,unknown,0,2
100769138,2,1,0
200576535,unknown,1,1
200576538,unknown,0,1
134998830,unknown,11,4
85046301,unknown,0,1
156158833,unknown,1,1
86589118,unknown,1,2
156158828,unknown,1,1
339102029,unknown,1,2
218045133,unknown,1,1
218045129,unknown,0,2
272476130,unknown,1,1
72736659,unknown,1,1
269235425,unknown,0,1
99319499,unknown,4,1
269235429,unknown,0,2
269235423,unknown,0,1
269235421,unknown,0,1
245939461,2,3,1
96282167,unknown,1,1
93221621,unknown,1,0
97824741,unknown,1,0
312940766,unknown,2,1
246111144,unknown,1,1
246111145,2,0,1
5574549,unknown,1,1
121978535,unknown,8,0
363527183,unknown,0,1
87721408,unknown,0,1
96282161,unknown,1,1
54759373,unknown,0,2
272080278,2,0,2
96282154,unknown,1,1
96282157,unknown,1,1
310146570,unknown,0,2
294598033,unknown,1,0
35555334,2,1,9
99095644,unknown,1,1
155747959,unknown,1,2
243641964,unknown,1,1
243641969,unknown,0,1
195421149,unknown,1,1
108067900,unknown,1,3
195421144,unknown,1,2
195421148,unknown,1,2
94607696,unknown,0,2
64178068,unknown,0,1
195421140,unknown,0,1
243641974,unknown,1,1
88239235,unknown,0,1
243641975,unknown,1,1
378368256,unknown,0,1
196255592,unknown,0,1
196255590,unknown,0,1
195421139,unknown,0,1
382913510,unknown,1,2
168018171,unknown,1,1
195421132,2,0,2
363395120,unknown,1,0
195421130,2,0,1
195421136,unknown,0,2
195421137,unknown,1,1
285811948,unknown,1,2
195421134,2,0,1
9048330,unknown,1,1
195421135,unknown,0,1
26703037,unknown,1,1
382913501,unknown,1,1
115228585,2,18,0
38905274,unknown,0,1
26178455,unknown,1,0
283581478,unknown,1,1
38366264,unknown,1,0
195421120,unknown,0,1
16075099,2,1,0
195421123,unknown,0,1
208915415,unknown,0,1
195421124,unknown,1,2
243641980,unknown,1,1
97403381,2,0,1
355245275,unknown,1,0
210207119,unknown,10,0
115228596,2,1,2
195421119,2,0,2
107617367,unknown,1,1
195421116,2,1,1
10912725,unknown,2,1
268416887,unknown,1,1
164715309,unknown,1,1
394825696,2,1,1
195421112,unknown,1,1
123100353,unknown,1,1
94607684,unknown,0,2
94607685,unknown,0,1
244279646,unknown,0,2
73423231,unknown,2,1
244279644,unknown,0,2
38484120,2,1,1
38484124,2,1,1
269078203,2,3,1
383023528,unknown,0,1
164465995,unknown,0,1
244725705,unknown,2,17
244279656,unknown,0,2
67818966,unknown,1,0
48443264,unknown,0,1
312508733,unknown,1,1
383023530,unknown,0,1
38484117,2,1,1
70374249,1,1,0
195421174,unknown,1,1
383023532,2,10,0
383023537,unknown,1,1
312508739,unknown,1,1
66590338,2,1,4
383023536,2,0,1
383023539,unknown,1,1
236115141,unknown,1,1
244279650,unknown,0,2
190854382,2,0,1
75679851,2,3,0
11230865,2,0,2
156722247,unknown,0,1
312508720,unknown,1,1
230582497,unknown,2,1
102747650,unknown,1,0
312508727,unknown,1,2
115924346,unknown,0,1
195421162,2,1,1
70388898,unknown,1,0
73423220,2,2,0
123917442,unknown,1,1
399852632,unknown,1,0
189779502,unknown,1,1
312508711,unknown,1,1
312508712,unknown,1,1
122282643,unknown,0,1
195421155,unknown,0,1
195421152,2,1,2
65733573,2,1,1
94607646,unknown,0,1
163883202,unknown,0,1
163883200,unknown,0,1
232669764,2,1,1
378104784,2,0,1
337268043,unknown,0,1
94318682,unknown,3,2
269511853,2,1,0
312508701,unknown,1,1
15086158,unknown,0,1
299047100,1,1,0
299047105,unknown,0,2
56739908,unknown,1,0
299913302,unknown,1,0
348255592,unknown,0,1
94318673,2,1,1
238250416,unknown,1,0
238250419,2,1,1
94318677,unknown,0,1
238250418,unknown,1,1
208940423,unknown,0,1
94304037,unknown,2,1
14938422,unknown,1,1
74123227,unknown,0,3
94304030,unknown,2,1
94304036,unknown,2,1
55498990,unknown,1,1
38077260,unknown,0,1
225901015,unknown,1,0
355941057,unknown,0,1
65708585,unknown,1,1
52174961,unknown,1,0
65708583,unknown,1,1
248894315,unknown,1,0
201433844,unknown,1,0
88264056,2,1,0
94304050,unknown,2,1
55209645,unknown,1,0
269511849,unknown,0,1
355941042,unknown,0,2
225901020,2,6,1
299047113,2,2,0
94318690,unknown,1,1
212738074,1,1,1
299047115,2,2,1
139893225,2,2,0
245807510,unknown,1,0
244750737,unknown,4,2
94343604,unknown,1,1
28947650,unknown,0,1
355941072,unknown,0,2
195421106,2,1,1
175795319,unknown,0,1
196255567,2,1,1
196255568,unknown,0,1
28947644,unknown,0,1
196255569,2,0,2
179017661,2,1,1
68254937,2,0,1
183691,unknown,1,2
81587795,unknown,1,1
175795307,2,0,1
28947657,unknown,0,1
139893243,2,1,0
235887315,unknown,0,1
372980719,unknown,1,0
43493905,2,1,0
294466355,2,1,0
43493903,unknown,1,2
196255581,unknown,1,1
269511872,2,8,1
355941095,unknown,0,1
196255585,unknown,0,1
196255586,unknown,1,1
196255583,unknown,0,1
94304029,unknown,2,1
196255588,unknown,0,1
43493913,2,1,0
230439622,unknown,2,2
230439620,unknown,2,2
230439623,unknown,1,2
196255571,unknown,0,2
196255575,unknown,0,1
210628568,unknown,1,1
320512210,1,1,0
244750742,unknown,4,2
196255573,unknown,0,1
196255579,2,12,1
27562211,2,5,2
224216354,unknown,1,1
95582332,unknown,0,1
230439628,unknown,0,2
114960487,unknown,1,1
95332561,unknown,1,1
66972197,unknown,1,1
218308577,unknown,1,1
224216267,unknown,1,1
218308574,unknown,1,1
112876603,unknown,1,0
66972199,unknown,2,1
363238386,unknown,1,1
87721365,unknown,0,1
64611669,unknown,1,1
218308573,unknown,1,1
137912001,2,1,0
363238388,unknown,1,1
158689906,unknown,0,1
224216264,unknown,1,2
163883197,unknown,0,1
163883196,unknown,0,1
163883199,unknown,0,1
163726429,unknown,0,2
9205632,2,1,0
94318716,unknown,4,2
224216258,unknown,1,2
218308588,unknown,1,1
65957016,unknown,1,1
372980759,unknown,1,0
194025409,unknown,0,1
163883186,unknown,0,1
163883187,unknown,0,2
208940381,unknown,0,1
163883188,unknown,0,1
245411017,2,1,1
29648976,unknown,0,1
72221567,unknown,1,1
209101763,unknown,0,1
337189761,2,1,0
29609392,unknown,0,7
94304102,unknown,1,2
299336001,unknown,1,1
314579037,unknown,1,1
269103579,unknown,0,1
209076307,unknown,0,1
94318731,2,0,1
105821660,unknown,1,2
363238398,unknown,1,1
224216270,unknown,1,2
343649854,unknown,1,1
310146492,unknown,1,2
363238394,unknown,1,1
224241205,2,2,1
68636072,unknown,0,1
363238392,unknown,1,1
72221504,unknown,1,4
67686748,1,1,0
153359256,unknown,1,1
218308530,unknown,1,1
200576627,unknown,1,1
67686746,2,1,2
369254385,unknown,1,1
274995025,unknown,1,1
346238109,unknown,1,1
9455387,unknown,1,6
298963230,unknown,0,1
218308547,unknown,0,3
9455394,unknown,1,4
72315865,unknown,1,1
58508415,unknown,0,1
119227112,unknown,0,1
100676906,unknown,1,0
372980796,2,1,1
298977869,unknown,30,0
60667299,unknown,1,4
245411024,2,0,2
235138289,unknown,1,0
163726483,unknown,0,1
298977872,unknown,0,2
355941002,unknown,0,1
298977873,unknown,0,1
298977874,2,0,1
218308568,unknown,1,2
201433814,2,4,1
201433815,2,3,1
278073191,2,0,2
72039433,unknown,1,1
201433819,2,3,0
372980774,unknown,2,1
219612642,unknown,1,0
230464556,unknown,1,2
13408394,unknown,1,1
116203637,2,1,1
102351114,unknown,1,1
54784418,unknown,0,1
72340864,unknown,1,4
17735512,unknown,1,1
310171413,unknown,1,0
189804993,unknown,1,1
54784409,unknown,0,1
230464549,2,1,1
189804996,unknown,1,1
8924523,unknown,0,1
67686798,unknown,1,1
337082900,unknown,1,1
72340883,unknown,2,2
107367953,unknown,1,1
218308518,unknown,2,1
189804984,unknown,0,1
218308519,2,0,1
96571178,2,4,1
189804982,unknown,1,1
70374242,unknown,0,1
70374247,unknown,1,2
205866484,2,2,0
218308515,unknown,4,1
70374245,unknown,1,1
232905294,2,0,2
94500829,unknown,0,1
148704008,unknown,0,1
96571183,2,1,1
96571184,unknown,0,2
96571185,2,0,1
96571186,2,0,1
107656893,unknown,0,1
218308527,unknown,1,2
13408367,2,0,1
218308521,2,1,1
218308522,2,3,1
218084631,unknown,0,2
156144322,unknown,1,2
218308524,unknown,1,2
153252504,unknown,0,1
195421197,unknown,6,0
86745772,2,1,2
67672143,unknown,1,0
53820166,unknown,1,1
163883159,unknown,0,1
218084627,2,0,2
310146485,unknown,1,2
41211720,2,1,1
218084620,unknown,0,2
383458815,unknown,0,1
198787816,2,1,1
105821655,unknown,1,1
198787819,2,1,1
309938430,unknown,1,1
156761742,unknown,1,0
15243252,2,1,0
43190390,unknown,1,2
235427179,unknown,0,1
386122827,1,1,1
105821649,unknown,1,2
309938432,unknown,0,2
399695550,unknown,0,2
54902016,unknown,1,0
156158933,unknown,1,2
103027455,unknown,0,1
94211901,unknown,1,1
158675355,unknown,1,0
72340889,unknown,1,1
163883175,unknown,0,1
121978408,2,0,1
72408000,unknown,1,1
163883177,unknown,0,1
312940644,2,2,1
47491255,unknown,1,1
33653824,2,0,13
34196609,2,1,0
72340896,2,2,1
163883164,unknown,0,1
98972654,unknown,0,2
200576266,unknown,1,2
238264310,unknown,1,1
238264315,unknown,1,1
29937339,unknown,1,1
43033203,unknown,1,0
209918677,unknown,29,1
115096920,unknown,1,1
200576265,unknown,1,1
196123808,unknown,0,1
378236715,unknown,1,1
119648333,unknown,0,1
238264304,unknown,1,1
73002538,1,1,1
130932227,unknown,8,10
70110056,unknown,0,1
244279978,unknown,0,1
225929751,unknown,1,0
29937326,unknown,1,2
238278972,unknown,1,0
28841349,unknown,0,1
6524295,unknown,1,1
28880968,unknown,0,1
244279946,unknown,0,2
28947752,2,0,1
309924630,unknown,0,1
221036282,unknown,0,1
195449613,unknown,1,1
98972642,2,0,1
228518402,unknown,1,1
200576259,unknown,1,1
102483523,2,1,0
228518408,unknown,1,1
72064134,unknown,1,1
139893183,2,1,0
331605705,2,5,0
294309668,unknown,0,2
44103495,unknown,1,1
309924650,unknown,0,1
94318363,unknown,1,2
15086638,unknown,0,1
238396198,2,1,2
309924653,unknown,0,1
271354111,unknown,0,1
225690562,unknown,1,1
225690565,unknown,1,1
28880986,unknown,0,1
232405795,unknown,0,1
298963907,unknown,1,3
94318355,unknown,1,0
49315950,2,0,1
244279984,unknown,0,1
260972033,2,0,1
96032454,unknown,1,1
244554503,unknown,1,1
312219439,unknown,0,1
115214695,2,85,0
309924673,unknown,1,1
4781655,2,3,0
29937364,unknown,1,1
94318383,unknown,3,1
224280369,2,3,1
120630714,unknown,1,0
210903281,unknown,1,0
268823184,2,0,2
29937347,unknown,1,2
225073409,2,2,0
29937353,unknown,1,2
50600428,unknown,1,1
312219444,unknown,1,1
230596311,unknown,2,1
355955798,unknown,1,2
94093728,unknown,0,1
230596318,unknown,0,1
175756033,1,1,1
175756031,unknown,1,1
96571513,unknown,1,1
94093727,unknown,0,1
96571518,2,0,2
56568463,unknown,1,4
355941155,unknown,0,2
56568466,unknown,1,2
56568467,unknown,1,4
279180328,unknown,1,2
138771700,unknown,1,1
383023607,unknown,1,0
338284975,unknown,1,1
14938772,unknown,1,2
234633998,unknown,1,1
232405750,unknown,1,1
94093736,unknown,0,1
304069015,unknown,1,1
304069016,unknown,1,1
230596326,unknown,2,1
175756047,unknown,1,1
279180338,unknown,1,1
399852134,unknown,1,0
94093732,2,0,2
98551632,2,1,0
73437393,unknown,1,0
14938788,unknown,1,2
232405757,unknown,1,1
354006503,unknown,1,0
200444401,unknown,1,2
114528470,2,0,1
97403097,2,2,2
399852148,unknown,1,0
399709913,unknown,1,1
87735463,unknown,1,0
98551628,2,1,0
210614089,unknown,1,1
94093757,2,0,1
339155999,unknown,1,0
338284972,2,1,1
96571504,unknown,1,1
94632582,unknown,0,2
355941162,2,0,1
96571507,2,0,1
156276221,unknown,1,2
94093750,unknown,0,1
96571509,2,0,1
115542646,unknown,1,1
70124665,unknown,0,2
56989524,unknown,1,1
116717112,unknown,1,1
13276425,unknown,0,2
390367526,unknown,1,0
210114593,unknown,1,0
225929728,2,1,0
56568419,unknown,0,1
84515035,unknown,0,1
164412093,unknown,1,0
28880916,unknown,0,2
355941184,unknown,0,2
29056060,unknown,1,0
355941189,2,0,1
191423679,unknown,0,1
211945731,2,0,1
73041319,unknown,1,1
225929718,unknown,1,1
27405707,unknown,40,0
246414702,2,8,1
34603905,2,0,3
96571536,unknown,0,1
198787272,unknown,1,1
232405741,unknown,1,1
96571534,unknown,1,2
96571535,unknown,0,1
98526627,2,1,0
226615967,unknown,1,0
15928321,2,0,1
84515019,unknown,0,1
84515016,unknown,0,1
35304392,unknown,1,3
12483377,2,1,0
176378851,unknown,1,1
361914950,2,2,0
96571547,unknown,1,1
155640520,unknown,1,1
155640522,unknown,0,2
84515026,unknown,0,1
245518718,unknown,1,0
96571551,unknown,1,1
209062290,unknown,0,1
399709857,unknown,1,2
355127555,2,0,2
355127553,unknown,1,1
149575269,2,1,1
65458962,unknown,0,1
200444381,unknown,1,1
73041344,unknown,0,1
72301311,2,0,1
245675495,2,0,1
58861362,unknown,1,1
131382671,unknown,9,7
399709843,unknown,0,1
80385909,2,0,4
309214396,unknown,1,0
355127544,unknown,1,1
355127542,unknown,0,1
355127548,1,0,1
200444374,unknown,1,1
106917675,unknown,1,0
190893903,unknown,1,1
96928059,unknown,1,1
105992238,unknown,0,1
1430686,unknown,1,1
201854523,unknown,1,0
210628776,unknown,1,2
190893909,unknown,0,2
54784599,unknown,0,1
13276443,unknown,1,0
355127538,unknown,0,1
206146948,unknown,1,1
191134573,unknown,4,0
1430681,unknown,7,3
200444356,unknown,1,1
340705950,unknown,1,1
1430679,unknown,1,4
209062280,unknown,0,1
13276435,unknown,1,1
22799522,unknown,1,5
96928060,2,1,2
382071529,unknown,0,1
288740930,unknown,1,0
99319632,unknown,1,1
225337667,2,2,0
35844899,unknown,0,1
43429216,unknown,1,0
265278124,unknown,1,0
355941115,unknown,0,2
355127599,unknown,1,1
239200068,unknown,1,1
210628716,unknown,1,0
355941119,2,0,2
73330562,unknown,1,1
97021584,unknown,1,0
196255606,unknown,1,1
196255607,2,0,2
105835522,unknown,0,2
99319626,unknown,1,2
224701834,unknown,1,1
224701839,unknown,1,1
13276494,unknown,0,3
362959799,unknown,3,2
65576060,2,2,0
210628707,unknown,1,1
210628708,unknown,2,1
310435425,unknown,1,0
245807931,2,1,0
73041398,unknown,0,1
4610296,unknown,1,1
299111501,unknown,1,2
115082252,unknown,1,1
105835518,unknown,0,1
245425549,2,1,0
355941132,unknown,0,1
149668472,unknown,1,1
105835500,unknown,1,1
97021583,unknown,0,2
245425555,unknown,0,1
13276473,unknown,0,2
37231354,unknown,0,1
164083924,unknown,2,0
69613711,2,1,0
49985664,unknown,1,1
69613710,unknown,1,1
196255610,unknown,0,1
196255615,unknown,0,1
362945145,2,0,2
13276482,unknown,0,1
196255616,unknown,0,1
196255613,unknown,0,1
200444392,unknown,1,2
97021579,1,1,1
55905214,unknown,5,0
55905212,unknown,15,0
238264391,unknown,1,1
363723929,unknown,1,0
238264394,unknown,1,1
240423848,unknown,1,0
242494794,unknown,1,2
94068890,unknown,0,1
21701369,unknown,1,2
216526565,2,0,1
232944993,unknown,1,2
86745869,2,1,1
372980232,2,2,0
372980233,2,2,0
372980230,2,1,1
21701351,unknown,0,1
94029271,unknown,0,1
41500113,unknown,0,1
163173241,2,1,0
116203732,2,1,1
191660343,2,0,1
155786904,unknown,1,1
67397959,unknown,0,1
372980225,2,2,1
363145492,unknown,0,2
372980229,2,2,0
4610284,unknown,1,1
4610278,unknown,1,1
299375086,unknown,1,0
156144440,2,1,0
245425596,unknown,1,1
86745891,unknown,1,1
86745890,unknown,1,0
73173158,unknown,1,1
205064822,unknown,1,1
21701379,unknown,1,2
92508031,1,1,1
272094207,unknown,0,1
105992214,unknown,0,1
73173154,unknown,3,1
4610225,unknown,1,1
92508034,2,0,4
372980280,2,2,0
213307307,unknown,1,0
116781761,2,1,0
58586826,unknown,1,0
73002476,1,1,1
372980272,2,2,0
156119449,unknown,1,1
208901135,unknown,0,2
105992202,unknown,1,2
93221824,unknown,1,1
67383321,unknown,1,0
54941907,unknown,0,2
43190033,unknown,1,1
162736356,unknown,1,1
97824971,2,1,0
54941901,unknown,1,0
54941904,unknown,0,2
54941905,unknown,0,3
54941902,unknown,1,2
248894703,unknown,0,2
54941903,unknown,2,0
86745857,unknown,1,0
372980260,2,2,0
97810371,unknown,1,1
155169920,unknown,1,1
372980264,2,2,1
209811852,unknown,1,1
97810379,unknown,1,1
46898390,unknown,0,1
209811849,unknown,1,1
149982529,2,1,0
86745862,unknown,1,0
120630798,unknown,1,0
86745861,unknown,1,2
78884647,unknown,1,1
86745867,unknown,1,1
86745864,unknown,1,2
43322460,2,1,2
86745847,unknown,1,2
131382659,unknown,17,9
372980252,2,2,0
97810369,2,1,0
218308601,unknown,1,0
94029257,2,0,1
390328666,2,0,2
63306100,unknown,1,0
93603337,unknown,1,1
111202431,unknown,1,2
371809223,unknown,0,1
92704962,unknown,1,0
363552079,unknown,1,1
238264436,2,1,1
310107485,unknown,1,2
14963691,2,0,1
164715995,unknown,1,1
310107487,unknown,0,1
283160613,2,2,1
191555408,2,0,1
363552070,2,0,1
194078964,unknown,0,1
54759620,2,0,1
54759626,2,1,0
156119533,unknown,1,1
236115343,unknown,1,0
238264421,2,1,1
238264425,2,1,1
29976815,unknown,1,0
310107497,unknown,0,2
248894501,unknown,0,1
310132434,unknown,1,0
92993807,unknown,1,1
378657690,unknown,1,1
56092515,2,1,0
179149448,unknown,1,1
229796179,unknown,1,1
70110165,unknown,1,0
71049438,unknown,0,1
285535400,unknown,0,1
246400220,2,10,0
47373422,unknown,0,1
368818696,unknown,1,0
116178415,unknown,1,1
238264400,2,2,0
238264403,unknown,7,0
378368474,unknown,0,1
310107478,unknown,0,2
7421733,unknown,0,1
390050011,unknown,0,1
209918764,unknown,1,1
299375000,2,0,1
156119545,unknown,1,0
28933241,unknown,1,1
115189073,unknown,1,1
98066473,unknown,2,0
243641765,2,1,1
348990753,unknown,1,1
372823487,unknown,1,1
378643062,unknown,1,0
6406936,unknown,1,0
363591644,unknown,1,0
209918755,unknown,0,1
115189076,unknown,1,0
115189074,unknown,1,1
98066463,2,5,1
67001612,2,1,0
258406535,2,2,1
219838865,unknown,1,0
21808122,unknown,3,0
209918744,unknown,0,1
94029076,unknown,0,1
209918743,2,0,1
209918748,2,0,1
142859590,2,1,0
96571497,2,0,1
372823464,unknown,1,2
289875723,unknown,1,1
105860593,unknown,0,1
363302783,2,1,1
92087520,unknown,1,1
403137299,unknown,1,0
363552093,2,22,0
3305212,unknown,1,1
226640860,unknown,1,0
312219560,unknown,2,1
312219565,unknown,1,1
228293993,2,1,1
378657669,unknown,1,0
94343406,unknown,2,1
94343403,unknown,0,1
5442736,unknown,1,0
224701806,unknown,1,1
355941272,unknown,0,1
355127393,unknown,1,1
76668504,unknown,1,1
224701804,unknown,1,1
108606716,unknown,1,0
355127398,1,0,1
224701808,unknown,1,2
355127395,unknown,0,1
224701809,unknown,1,2
56711338,unknown,1,1
200458953,unknown,1,1
121504161,unknown,1,1
121504164,unknown,1,1
43468742,unknown,1,0
228518390,unknown,0,1
200458956,unknown,1,1
121504168,unknown,1,1
268837891,unknown,0,2
355127382,unknown,0,1
191120004,2,0,1
355941265,2,0,1
355941266,unknown,0,1
355127387,unknown,0,1
56711354,unknown,1,1
355127384,1,0,1
330312438,unknown,1,1
355941267,unknown,0,1
355941268,unknown,0,1
245807733,unknown,1,0
48286179,unknown,1,1
94343400,unknown,0,2
209522527,unknown,0,1
209522528,1,1,1
118434350,unknown,1,0
13012882,2,0,1
355941292,unknown,0,2
355941298,unknown,0,1
105860552,unknown,0,1
355127376,1,1,1
355127379,1,0,1
196255787,2,1,0
383023743,2,9,0
364516812,unknown,1,0
70834787,unknown,0,1
383023744,2,0,1
288847805,unknown,0,1
209522533,1,0,1
116178499,unknown,1,0
372823492,unknown,1,0
209522519,unknown,1,1
292695928,unknown,1,0
372823496,unknown,1,0
224701814,unknown,1,2
98066484,1,1,0
4599237,unknown,0,1
224701812,unknown,1,2
355127360,unknown,0,1
224701818,unknown,1,2
346395115,unknown,1,0
372823499,unknown,1,0
355941287,unknown,0,1
196255772,2,1,0
346395119,unknown,1,1
383023750,2,10,0
105860562,unknown,0,2
383023754,unknown,1,1
355127369,unknown,1,1
73330373,unknown,2,0
288847812,unknown,2,1
33917618,unknown,1,3
383023757,unknown,0,1
383023755,unknown,0,1
383023756,unknown,1,1
121504157,unknown,1,1
209522520,unknown,1,1
60731573,2,0,1
209522526,1,1,1
209522524,1,0,1
94607491,unknown,0,1
200997190,2,2,1
241216754,unknown,1,1
200997193,unknown,1,2
241216755,unknown,1,1
200997194,unknown,1,2
99476437,2,0,2
200997192,unknown,1,2
43072974,unknown,1,1
200997197,unknown,1,2
200997198,unknown,1,2
200997195,2,1,1
200997196,unknown,1,2
37231288,unknown,1,1
37231289,unknown,1,1
200997199,2,1,2
52292825,unknown,1,1
362959608,2,0,2
37231292,unknown,1,1
288740982,unknown,1,0
288333745,2,1,2
116178437,unknown,1,0
37231293,2,1,0
390524915,unknown,1,1
37231294,unknown,1,1
118473966,unknown,1,1
378368458,unknown,1,1
13408624,unknown,1,1
390524919,2,0,2
43072969,unknown,1,1
200458928,unknown,1,2
209522541,1,0,1
122282464,unknown,1,0
28933266,unknown,1,2
115938795,unknown,1,0
43429197,unknown,1,1
230596499,unknown,2,1
114671665,unknown,0,1
121504190,unknown,1,2
115542550,2,6,2
28933271,unknown,1,1
105835589,2,0,1
43429184,unknown,4,0
114671659,unknown,1,2
96257536,unknown,0,2
99858045,unknown,1,1
99858044,unknown,1,1
