Source,Target
224258968,225081662
43100072,5304760
43100072,158573780
43100072,106877725
43100072,157642505
241532168,241532216
241532168,238191642
175797034,175797253
175797034,226466311
94134463,94134649
43100069,43100081
29886716,49554689
229021799,202485113
372536035,372551893
390434789,390771400
179031032,186993729
43589979,49397042
372536039,360444807
92154909,8257000
94134452,94134455
7633457,15403024
94134455,94478001
94134455,94134463
115676724,115676729
115676724,116898498
224244314,225011884
97930880,97024546
200984882,200984879
200984882,20597306
179031045,184574673
101379987,225711361
87395840,230531151
148667470,339058660
195438867,66428765
191347647,269870093
267586517,373076819
194380629,6244017
35228256,43151910
42624369,42627184
42624369,42624355
224244388,183051933
224244388,224715221
372536098,372551893
372536098,372690897
368792132,372686471
58903303,8017983
64745142,70380890
195438877,195426636
42624355,42961173
194380617,196089283
203206743,217601701
224244374,225055202
224244378,224244374
87395827,279150035
299191307,299191304
121505745,98736512
97930863,99738580
368792145,372686471
196099624,10618272
196099624,50567172
194027152,158574520
42624389,68715953
42624389,42999685
372536079,373081022
372536079,372551893
378396209,378416049
15455552,16153591
73003888,73282397
67609776,67609773
368792154,372686471
368792154,372734751
247695847,391031317
67609774,70094315
67609774,67609773
238227283,241532220
12735129,42758752
12735129,68706499
224244357,224244356
224244357,224737990
94752341,94710093
224244356,225049730
224244359,224244356
71459046,72670860
71459046,21456350
113630369,108405437
226447088,225018922
71669785,28424276
119465215,18291546
378132969,378470870
3807285,90716926
175072148,175119154
226447098,225908771
226447098,108762580
272175282,272416315
229021501,244376101
99308134,99320630
378396615,378400484
66489894,66489910
167922117,246036748
94884217,94884216
94884217,99276302
88501491,121540317
190896977,190923375
331842339,363219051
94016706,94559253
104136966,225059776
175797459,179033953
69615573,11511112
209695808,209521973
355155549,355168980
355155549,355155548
246088015,246127255
209695805,209562939
209695804,209562938
114727640,115186990
167922127,167922117
157898041,157634689
327929596,382881377
345984454,390363711
175797479,179184679
200984858,200984854
355155569,355370483
99636923,99910513
99636923,99636920
157620636,157620629
342845920,381130106
168333701,346429692
224258483,225091936
94437751,96577303
224258476,23197275
225339378,23425722
19571230,97499027
69615580,67611403
69351350,70396841
69351350,70397983
69351350,70449784
241507806,244621831
157620629,157620872
225339373,225339371
225339371,225339374
225339376,225339374
225339374,31981367
157620621,157620881
10125030,22838024
175086716,175438586
175086716,208785681
86602500,87026575
94594576,99261283
94594576,99262902
94594574,94594569
94594569,92696841
346211348,347550863
365940587,378318745
94594567,94594354
241532826,241532829
155734926,108292235
155734926,11193869
155734926,156309777
241532829,238557315
241532829,238200705
304713417,334369644
96376747,94605742
96376747,98665151
46885820,339102909
94594583,14847331
94594583,94594582
94594582,99262941
94594582,91882349
94594581,94594576
294296637,294329008
224679469,224679467
224679467,225323272
13882892,13404228
241532837,238322539
307721441,362877828
288467261,288741004
171706427,224289570
94594590,20573777
163859824,272175841
163859824,162743998
163859824,272271117
298951075,299113945
94594591,20573777
86602524,86738384
315688510,186002976
94594596,94940323
48288007,68705820
48288007,57702565
346211364,346382339
94016790,94020253
70836611,72332073
70836611,70836619
331567745,336463568
331567745,331578861
96651396,91623115
96651393,96651396
96651393,28547465
87841577,7812889
372825147,372876136
121491009,121657481
121491009,71697531
209681249,210638486
209681249,209479472
390145682,390545865
378250138,378409841
96651390,28547465
96651390,96651393
209681252,210830766
209681252,209805539
376193474,383433445
92575712,93720348
49420740,54734451
209681254,209681252
94016717,94648557
209078683,209499406
87841567,2607369
73135687,73135697
71812466,72748868
69693976,70131938
121491013,79027569
218032500,218125457
26481699,148838708
73135697,99997463
9207307,191423302
75456168,230424188
200538884,200538887
331592717,331592954
390605959,390772931
96651385,96651388
96651385,97395877
73160604,73452772
73160604,12649359
5274025,73350912
5274025,72039705
5274025,73340865
5274025,38538087
5274025,73118516
5274025,71464875
5274025,72404854
327929536,382881378
96651382,28547465
96651382,96651381
96651388,46325611
96651388,96651390
378250140,378409841
288467230,288602219
209681259,209806741
363016718,363081307
96651381,96651385
99911524,99911404
99911523,99911404
116074572,29626166
245781566,245781743
56859447,67572666
72027995,16303980
72027995,73376533
191662103,126858847
94594602,94594596
94594601,94594596
94594601,91882349
94594604,99262872
199949396,67217443
94594609,94594604
199949394,199949389
8912834,121655332
114620890,114620887
235415448,16154687
114620887,32855095
114620887,115279924
53298148,209826974
372864679,372957090
94594613,94939270
209039025,210713464
64191714,155658080
88633268,121458002
156225491,181181229
190818560,355009220
199949389,74815848
97734839,97734837
199988989,70245040
244634383,245662249
244634383,240785648
99911570,99911404
99911576,99911404
99911575,99911404
99911574,99911404
363712412,334253686
94594628,99262956
94594626,99206228
94594626,94594613
252049010,294485406
72013370,72341904
199988983,70245040
208996285,209921982
208996285,208997305
203941231,29365112
92693038,104564959
92693036,97311612
231168875,232404307
368792476,314950723
368792476,117741409
97445663,339076064
97406092,97406022
94555049,99262898
105612362,106734429
94555045,94974703
94555045,91882349
43378060,43378068
248014246,117333650
43378068,43378072
94555059,91863197
94555059,94991421
218032458,218274216
218032458,218472271
313946901,314823188
57124631,67562983
312114321,312183476
94555054,91882349
94555054,94974714
94555053,94555049
244648992,238194420
218032463,218058346
218032463,218278273
69390906,69391326
155445730,155445734
155445734,6868460
98093118,98093121
94002189,96347349
68389268,68466159
372864644,372877316
47508830,115257849
8912851,121655524
43378048,43378053
339119555,339648620
199949376,199949312
94330908,94788612
94330908,94504764
43378045,43378048
235415450,235415452
94041751,32892107
94041751,94114754
235415454,212424596
155577528,155577226
155577528,155629828
235415452,235415454
241532894,244615737
264471464,272698187
218032485,218278336
218032485,218032484
113066593,1660423
218032484,38688623
218032484,218121901
43378053,43378060
8912845,121655459
8912845,8912851
8912843,8912834
232433797,230528723
274655780,299384771
256321535,7531715
43378020,43378027
199949312,71363407
196099562,196107869
121466000,121654821
121466000,87944068
43378027,43378033
94148515,94275589
94148515,94360376
192719266,244688132
192719266,244715779
180661143,355179997
193998507,47521535
43378033,41228363
94148508,94594137
269316288,346362956
155445775,3335093
155445775,4714539
196099545,145182965
42717211,2431946
23644759,43499789
23644759,43472126
43378008,43378010
248921942,248921938
202597672,246048713
94423054,94423275
326834833,383024386
207927932,199937015
5117140,98657151
5117140,98649981
5117140,98649753
5117140,94256657
5117140,94267362
5117140,98651481
5117140,99145853
5117140,94668014
5117140,99313535
5117140,98653312
5117140,1454780
43378010,43378013
30937082,26737756
43378013,43378020
73267499,73267496
5470845,115270578
230349591,230602355
196099523,3509407
230349595,230596503
230349595,230530342
66211589,225859042
120843705,209794828
120843705,209722457
120843705,208914286
120843705,209799194
192719205,243779598
94148549,94148639
244359620,54303925
170466452,269871536
170466452,269874323
58075809,14379472
170466451,273217683
170466451,269500636
170466451,269871536
170466451,269502421
244359624,244772244
244359624,245529145
94148539,94575996
94148539,94148372
127180276,312876805
127180276,265219634
127180276,312881746
127180276,118491773
127180276,310147165
63070009,70411516
63070009,67561809
244359613,71135783
29451330,29057329
312838499,274969125
12681998,12681989
230349398,232696994
230349398,2881273
9403575,200464814
9403575,200465331
155734883,155734885
106010704,106011111
106010704,106312649
362907516,363012674
362907516,363089689
244359607,245866443
244359607,244359613
363569756,110597513
363569756,363580875
362907515,362939647
346382670,224965933
372536696,310726196
372536696,297786455
346382671,346382670
372536695,372536696
362907514,363012676
362907514,332911801
362907513,349291488
362907513,363012960
230349381,2881273
230349381,234015926
114752784,115186990
114752784,21594899
116060003,116726225
190001621,190421555
190001621,190915740
363569766,363580875
363569766,110597513
12681989,13365828
198736423,198736430
363330828,348094163
362907520,362922787
94173465,94456810
94173465,94171716
149641430,149159025
12681976,12681692
12681976,12808845
245428571,246383170
245428571,202483523
119044931,338863185
119044931,346310275
95545549,69815950
245428577,245428575
245428577,245427811
68532106,68614546
245428575,203606695
134814202,8994167
372536674,372551893
234189985,234671005
372536679,372551893
9378032,370907441
9378032,331615292
9378032,108921834
244766033,244767676
244766033,245270802
72606749,73293386
72606749,72616568
186073022,218399083
157331557,132542244
248607819,378197155
248607819,49201649
268826377,269127200
268826377,269128143
95545543,95545549
114752769,115646391
245428583,203606695
245428583,245427892
372536681,372551893
190422662,190422884
190422662,190832755
224258388,225975713
219561115,219561120
105797619,106320422
105797619,106325763
190422656,190832755
190422656,190422658
372732982,308007318
372732982,372815705
198736453,198736686
155709876,156227730
114713125,115214695
190422658,190829750
190422658,190422662
190422651,190422656
73410168,73410166
346225835,331596162
42624991,42625808
42624991,43348498
95545560,95545567
42624995,43346440
42624994,42624991
105797625,106325400
94859376,94773777
42624999,43134169
42624999,39989698
94423275,96552838
94423275,94424005
95545567,110445934
72606764,72608911
190422645,190422647
190422649,190422651
73410174,73410170
190422647,190422649
155709869,156006577
155709869,155710708
346225848,336765328
346225848,131186096
158571071,188753533
68532148,39577760
158571075,158586389
158571075,158571071
198736430,200990273
198736430,198736443
78887637,33627293
219561120,219561128
30501065,12116194
346225850,356440112
94148490,1454780
94148490,120098595
198736443,198736447
198736447,198736453
219561118,219561115
312128882,312138506
92536267,92536682
44222139,179113171
42624964,68634121
42624964,42624959
42624959,42962983
113473121,155709363
378671105,378671110
92536262,92536267
218032433,38688623
218032433,204332332
53587397,86589129
218032419,165374103
218032419,26181447
105797664,106325404
42624951,42624616
92575858,96365231
372864839,372957093
56306627,272768642
218032449,19170155
54732559,54734443
94016668,94417811
94016668,94634448
226447146,224206721
372864846,372957115
372864846,372979942
148785280,148785284
148785284,148785476
94016677,94640561
94016677,94018357
218032439,218270835
92536238,96365231
92536238,92784735
390605890,390771400
372864850,372957119
372864850,372979942
390605888,390771400
372864854,372957111
372864854,372979942
148785271,148785280
54732553,27055625
192127039,147310169
115098616,115186990
208996277,208996282
208996277,208996285
196389183,142463076
196389183,383532080
196389183,382989907
196389183,122015352
196389183,383059694
196389183,386095359
196389183,370942179
54839419,56123930
54839419,67604361
54839419,67642652
54839419,67604515
54839419,56539973
54839419,67655158
192127033,192127039
241507776,240764388
160151526,60066228
72763583,73281731
244370289,246140953
368767444,372868560
368767444,321958892
196257509,196258649
54732569,67656766
145380141,203333809
191201124,191200929
191201128,191201940
218032409,218909818
218032409,183288709
76236034,94219218
149930442,346386178
363712217,363776117
225075304,66211589
390605832,390771400
209064129,209918677
390605834,359513236
19678231,166003662
4337531,35202200
4337531,73043032
4337531,1720404
4337531,73224667
4337531,73247529
4337531,73025596
4337531,73271754
4337531,73330801
4337531,96930140
4337531,73245075
4337531,18710583
4337531,73257202
4337531,73327121
71694892,112854062
71694890,121552006
71694888,121511313
231193722,76867014
7501517,234899430
36664785,43181258
310529859,310529651
98093250,26240495
98093250,98093140
36664788,43397277
36664788,43192511
36664788,43451301
98093259,98093140
98093256,98093140
48577358,115180884
48577358,115494597
363173661,363540130
57413826,88227760
245139638,246137501
245139638,213480554
36664792,39456665
231193618,87889652
325858309,243211296
50157029,68551038
72013489,72339901
218032389,19170155
13040914,26255417
13040914,219371979
13040914,47885917
73160817,73439105
386086071,382982111
386086071,327880097
40421193,43037319
72013491,72013489
372825151,372881147
398062339,399887710
372825157,274995025
321347771,390321351
192127129,190827395
2920819,63113839
230531645,183323666
230531645,89913568
2920818,232903605
310094548,293374499
164650144,155529112
230531646,230529025
230531646,89913568
164650148,164650144
310094552,312891043
196099487,66464285
196099487,66421741
331567903,334967653
331567903,332178859
224679430,224679436
224679430,225282808
68703934,68704004
196099480,196099484
196099480,66419258
118803093,195441112
196099484,196099487
196099484,66421741
94016698,94021154
94016698,94016706
196099478,7982773
196099478,196099480
33983439,27161783
303933894,331562475
230702954,232454063
56898998,390897831
155827334,155574391
155827334,155825285
92536203,92724813
197918533,234597658
92536201,96365231
92536201,92538180
368792303,372686471
368792303,368792305
7251755,18392586
156960573,139256063
368792305,372734588
368792305,372686471
230531613,230531606
272332562,272537683
272332562,184486729
272332562,272423332
272332562,272686568
68703917,68703923
68703917,43056121
218032370,19170155
218032377,38688623
218032377,59819548
54732625,54732631
230531606,230549947
285617293,310124560
245139662,129170222
245139662,113893015
52386656,10793605
368792311,372685484
3293500,3293433
124738297,155583319
218032368,218032365
54732631,67656769
218032365,218127241
218032365,218414030
163884689,163884616
163884689,163673579
363148627,363546315
310515292,310515161
310515292,310510008
73424764,73424756
73424763,73424756
73424761,73424756
399880161,347550863
399880161,349037933
112536378,218660876
112536378,52173244
399880164,347550863
72342800,72461220
106602855,191382100
225339365,225685706
225339359,225859042
245428526,202483523
245428528,245428526
245428528,245427800
67620373,62620795
16445976,37990752
16445976,22837965
16445976,22837795
16445976,6870861
155709821,156028663
155709827,156149416
155709827,63842791
288071095,288560748
123851419,113903857
123851419,164772194
363148645,220400808
391806635,390768576
230349415,230530333
72013409,72336579
230349412,231426504
237303617,246036763
230349418,232009345
230349418,75604924
163595740,166090127
72013411,72013409
205855114,382913626
230677533,2758467
155538037,155538034
155538034,156066467
155538034,155538039
155538039,155538144
155538039,155587157
315292291,372975368
315292291,372825885
304859857,378143296
164650151,155529753
200970036,200970033
200970036,200990753
164650158,164650157
164650157,155529124
58364861,125767989
22851887,20780467
98093288,915093
69351415,70110457
164650162,155650034
67634918,70427354
67634916,67634786
4073211,121801458
4073211,121743917
4073211,121657197
362907602,363119830
4469305,234392215
72303263,73102693
16445983,87044429
16445983,12164119
16445983,279187194
16445983,22837965
16445983,86867756
200970040,200970037
94752580,94711883
170913500,148848600
218468806,218469187
189189087,157995799
99347989,109521398
175086552,175086560
9403692,31745818
9403692,272733850
9403692,272479474
9403692,31735591
9403692,3405203
390145401,390431358
98685430,94321019
222527716,331539633
198736779,198737117
39187070,12814962
245453444,110818526
175086544,175086552
175086544,178982191
248607959,299169017
248607959,301216951
102642411,113892200
187930981,385519672
299916787,272432459
41095612,28075605
67595131,54897218
143626932,161272122
331567568,332771446
331567567,332771446
331567567,331567568
16288983,91961924
155695053,35617620
155695053,76941945
155695053,156066467
155695053,156063345
19835247,232418290
224244045,225711361
43957062,15444307
88358972,234890810
98685405,98685418
98710965,99228236
98710965,98718832
98710965,94733959
98710965,98491252
98710965,98717771
298808668,299155116
298808668,299151974
196257677,196266852
98685418,93872439
198736765,198736779
175783053,94812891
175783053,179171686
246113374,246120700
86734543,86741210
86734542,276938363
86734542,28879281
86734542,276940180
156225749,181184405
86734538,80216439
355180737,355218995
355180737,355201327
223910414,224195615
175797682,179113037
175797682,142973061
299009139,299155002
299009139,260372406
244359913,67156792
340076581,340076870
26877019,46311240
9232101,234192002
175783073,179009712
156225727,173531739
86734563,58046958
86734563,75744459
86734567,86741307
3846685,96961218
3846685,96776617
3846685,350196239
3846685,96396478
3846685,96411366
3846685,94893403
3846685,100107640
3846685,92515419
3846685,96384483
3846685,115316516
3846685,120069653
3846685,96388784
3846685,96433216
3846685,92517173
3846685,92512070
20200516,282462091
106709815,15106066
86734576,35954679
86734576,87718550
144286342,339175100
70861432,71524678
52768146,73235881
37023552,43388675
37023552,37918381
245453439,245720432
50289061,39897349
56174434,56205076
390145483,390431415
390145483,22329961
268826404,269599775
9535504,3335070
56174424,63543425
56174424,69974727
209103993,209537331
69786345,70410625
218071919,218071917
218071911,218072201
218071917,218072201
225692533,225692527
225692530,225692527
225692535,225692527
225692535,225867271
94041942,94367886
94041942,96414834
39080205,12811335
94594351,94594165
94594354,94939490
94594349,94594165
219247254,219396994
20332316,156166434
40421229,42689038
40421229,42689040
241532608,241532611
241532608,238199991
40421225,42697187
340076565,340077295
94594367,94594354
39540998,225925616
39540998,225288410
39540998,225016915
241532611,11375926
22693725,43178065
288071434,288210273
288071434,288414360
272425059,272457960
299034109,205832444
355141132,27223768
139277588,139277573
139277587,139277573
179006652,179178606
139277586,139277573
230531551,4619363
230531551,230531547
230531550,230531547
139277580,139277573
139277585,139277573
139277584,139277573
139277583,139277573
372825372,372960181
230531544,230531540
230531544,232379155
230531543,18353406
230531543,230531540
230531547,230532768
139277578,139277573
327205343,382989698
139277577,139277573
139277576,139277573
139277575,139277573
230531542,230531540
179006648,179006652
179006646,179006648
27564530,1812423
241507669,43778773
139277579,139277573
139277574,139277573
342831122,349363941
98685451,98685635
40421269,43408956
372825354,306630237
269066525,102409230
328180209,391031787
190461917,190829530
139277591,139277573
139277590,139277573
139277594,139277573
139277593,139277573
279525340,55093080
275051991,187834800
310515571,310515460
13279735,12814218
179031534,179126896
132202691,87322933
241507697,240764388
298701852,299196854
298701850,298701848
13279727,13279735
190108547,190433003
235415673,890032
235415673,234835417
298701848,298953802
288492077,289035011
13279721,13279727
218071878,218143502
155827050,64852016
155827050,155825285
244648798,246980664
235415677,234177967
235415677,234559576
245296010,244659879
245296018,244661631
245296016,244661631
307117783,363607467
244648782,78213055
245781753,108743497
148667938,149691712
92693275,121133025
29911858,29932249
230531529,2880928
92693278,92693275
245296029,244660136
13279702,13333148
61473715,224214247
92693270,93575193
244648775,238246118
39080155,166499393
218032229,19170155
72027794,38538087
245742127,245742388
94148721,94148729
99911393,99911387
372864869,372979942
372864869,372957120
99911397,99911395
372864866,373077919
372864866,372957102
241532620,238557313
241532620,241540586
12642623,13333148
12642623,12780542
241532624,241532826
77344246,73237157
69943776,246061519
94148715,94148712
245742122,245742127
298965534,298965878
298965534,301281827
218032235,218274696
218032235,26181447
298965532,298965534
272175405,272474369
94148712,94507300
94148712,94218968
273679575,269905668
166104096,163825942
13279761,13279766
13279766,12665082
94109134,98646280
245781744,245781747
245781743,245781744
211092325,210697276
245781747,241488759
372864873,340010489
163688012,163688004
94148701,94621528
85362638,7081972
230966747,234458119
49988946,49985937
13279748,12665129
218032238,218270936
55801561,55964343
55801561,100832039
55801561,70333393
55801561,67655015
55801561,67576294
55801561,67672895
219707956,219707964
315714781,308372165
12485271,209134084
12485271,209496383
71787142,73382493
268997933,269905671
156514541,224695584
403111258,142148757
12485265,22981858
279539907,3430413
3254087,200628921
245756730,245757089
155538144,155538148
155538149,155538152
155538148,155539124
86709544,86709538
86576256,279053020
86576256,86582499
69326133,70375748
69326133,55136782
86709545,87747986
86709545,279426403
164664474,244617669
288638622,288638626
288638622,288717023
163688004,163862241
201054667,209179808
86709538,15886343
86709538,279407908
163713646,163828447
250040219,248902369
47337075,99637239
288638626,288887269
288638626,288638633
121466234,121603995
121466234,43431879
86709536,86709529
86709536,86779273
29451153,29451330
180661381,125487383
114595889,116898498
69326147,69327166
288638633,288717023
288638633,288887297
217674594,31406282
217674594,207630290
13279796,13279816
86709529,87741966
24845283,139540831
97445493,18142042
97445493,31168341
86709525,86709066
86576235,61711037
155538164,156166434
66607044,68458574
94148730,94610653
288638640,288638646
288638640,288717023
288638646,288639122
288638646,288717023
94173734,94434288
94173734,17199755
94173734,94500456
272175426,272308567
13279785,13279796
156093428,159677562
156093428,156160849
272175428,272768146
272175428,272621115
272175428,272330111
272175428,272175426
272175428,272330107
72317988,47066538
155538158,19670253
108620118,355368838
94148725,94574827
155538152,155540268
94148729,94154309
92693265,314354618
92693267,93705694
92693261,93575193
92693260,92693254
94134164,94135693
94134164,94331506
66475078,59690770
66475078,194342576
92693254,105049075
92140806,91882349
100849096,100849426
245296001,244660096
245296001,246071269
268826398,158489258
268826398,269128138
401210105,399668259
321215699,378449459
245717145,245717375
46450867,71698079
155827051,155825285
245717143,203544371
122128787,8860448
122128787,9829997
122128787,41320762
122128787,8860397
122128787,121711829
122128787,8927637
122128787,8927242
122128787,8923841
122128787,121656897
122128787,8929408
94134142,94331206
84714936,85001977
299916793,272432459
180661378,355157360
218468870,219566357
72027726,72755861
72027726,38538087
372982207,306351041
20200592,149567146
310647323,309868072
118396835,86873948
17551826,378525516
17551826,346987203
73253059,73253055
13265198,12804387
45751341,86959674
156935446,295436488
231036666,87889714
165902302,163670753
336305506,383047891
355141050,355203999
190422456,190832755
190422456,190422476
355180656,355219429
190422453,190422456
209813485,210709803
355141048,355149231
355141048,355141044
2028876,4693108
2028876,3295465
355141040,355209778
66960639,288739653
67595009,54897487
67595009,54896098
67595009,54897496
54839622,54904991
355180652,213287984
355141044,355209805
86720071,86720063
190422447,190422446
190422447,192094581
179138105,179138109
86720070,86720063
190422446,190422448
190422446,191211110
190422449,190422453
355180649,355218859
190422448,190422449
191386705,190013766
15626874,195420838
246113233,250208439
80045938,80044770
336462362,332871700
72567022,201433814
58810779,179059293
3846528,3874463
3846528,230679204
100164538,100161386
129094477,350289721
331567686,336471613
10414141,230612860
246113245,245426429
246113245,245427797
14662093,69943776
331553054,294885264
71220270,73480313
71220270,71220280
336462372,336462364
390145318,390431363
390145318,22329961
331528048,363438221
86720095,86725052
331528042,331612405
334720943,332066900
272464543,272679556
88069859,86930397
234200684,68160119
193998770,193998774
234200683,70478553
164336108,163664747
193998774,181902211
84714993,304116745
372825412,372881147
18727066,90716926
10874557,279187194
10874557,86796677
10874557,2224631
146041154,106329652
95531167,94296269
95531166,94282442
390566157,391026714
390566157,68904500
273822080,339495596
68992103,73008167
362946906,363066554
239349550,238191091
300887264,84712571
372825409,372881147
372957090,372957092
78887877,195439152
311309745,368766629
372957093,353361867
372957092,371356468
113933627,113996039
331553097,336457465
331553097,331553438
198736686,46068650
16117622,16999408
16117622,16911071
160258184,218272936
330446250,390426973
218165115,219436818
298979980,298979974
152882452,152882460
298979984,298979974
31177489,37232603
298979988,298964622
298979988,298979974
46268683,30197751
46268676,46268683
224968190,225358901
48577081,94249447
358848215,383445889
196257703,46081427
244370008,186434409
340076666,340077224
298979990,298717063
298979990,298979974
29597449,29999304
298979993,232113996
298979992,298979993
224679104,225007282
40460965,37990752
489881,234895672
244370017,244770634
244370017,246188207
28961531,28961546
28961531,38972723
179163115,179112186
161523584,149570293
94002267,94124704
225692644,225883221
39055136,30699343
39055134,30276715
12788861,12788854
12788861,13372867
12788860,12788854
87238777,157585120
298979974,269906974
298979979,298979974
179138168,179138163
179138168,182606961
280311364,362950893
145512289,69490698
12788854,13578982
94002272,94334440
94002272,96420795
68992183,24408164
68992183,95461014
97406022,97733201
340076619,340076638
12485459,3814914
161523562,149156356
161523568,149156359
121491130,117764431
80045922,209761201
192783843,210183843
190422480,190422645
116060279,115723285
238291451,245659590
268983114,269905668
372825484,330348912
12788890,12788884
71787317,21456350
12788893,12788884
12788893,13912186
340076638,219843667
12788889,12806606
12788889,12788884
12788887,12788884
190422476,190422480
129515571,175497239
331567640,336450985
68992173,89296244
355155609,174898996
372825478,372825484
80045907,87823196
80045906,87823756
308382460,315032898
36664542,43473562
36664542,43163629
36664540,43342139
36664540,43388675
209078519,209078958
209078519,209837677
218046792,218314810
218046792,218131420
105612042,261494673
94305899,94500456
199949038,171133196
200984475,200984473
199988638,49751552
105612033,105854903
318131773,372980229
36664533,42672892
36664533,39213691
36664538,10197624
36664538,43397277
36664538,68711340
209959892,339175100
346093941,346094342
209681283,209821911
105612039,106320422
368767580,368767444
199949060,70651759
235440545,108467987
55801476,271216665
56438588,54877753
56438588,54977823
199949055,199949050
191637478,191637377
372825396,372962974
191637493,191637377
58075730,86736332
29911732,30151745
29911732,29911395
225075111,225075304
199949041,199949038
105612012,106757918
36664506,43492875
378239973,378240031
42071940,60514648
42071940,73405590
202886917,202494541
202886917,72929839
225100639,225876186
195438479,195426635
28961546,28961561
13279648,12780618
94330815,94497352
372864995,372979942
372864995,300178611
239203229,241505555
36664529,43383445
36664529,43007260
36664529,43553125
36664529,43481500
209103982,209837677
269909666,269905667
235875879,234615456
96337411,93516045
163595946,163670721
230966618,232438397
181335762,339964338
3518159,22838029
96337401,93516309
96337405,93515585
219404282,218468774
158585890,158585882
13265053,13416628
158585896,158585882
330051871,372673381
372957102,373077919
372957102,324095882
158585895,158585882
158585894,158585882
158585893,158585882
372957106,373077919
386111731,383445889
386111731,383047753
94148639,94148647
16117639,16271838
94148638,94148549
94148638,94189355
158585885,158585882
158585882,188776019
158585882,157600389
372957117,373077919
372957115,373077919
372957119,373077919
269198362,269590583
269198362,269870261
16117642,16117639
16117645,16117657
319080105,390503325
310094373,310443019
155538252,155708234
100164586,107034224
155538251,155538252
155538250,155538251
155538250,156313815
231036727,231177074
55658830,69771204
55658830,54865475
310094389,310094392
310094389,296778292
99189548,200628921
16117657,16117663
55658829,30445939
55658829,55905212
99189547,122267457
310094385,310469457
310094385,310444032
16117663,16119459
87987833,279945992
69365837,69602770
69365837,67548739
162198886,189736237
148667885,131864479
310094394,310431545
310094394,310686190
94148684,94648557
96783035,350217769
9535496,3335070
9535496,9535504
155538229,155539510
94148680,94539856
71220280,72297358
71220280,68005810
155538223,155538229
44368732,44487058
44368732,180188273
94148673,94148678
16103049,22837835
16103049,55933529
16103049,22837912
16103049,22837795
94148678,94502858
166104131,163650155
69615167,64069335
158585844,157597022
230349222,2881273
230349222,232696994
155538219,155538223
230349226,233221331
230349226,2881273
18477792,73246897
18477792,99947084
18477792,73327121
18477792,99948033
18477792,99952530
18477792,4163521
18477792,12649359
18477792,99948477
18477792,73302481
18477792,73269611
18477792,73252058
18477792,73396733
18477792,99953493
18477792,73266917
18477792,73330801
7251952,73269189
7251952,73336457
7251952,29359565
7251952,25425808
7251952,73265735
7251952,12364143
155538215,155628299
155538215,155538208
94148665,94574392
372957120,373077919
372957120,310294594
148653287,149823959
79862956,234555755
94462546,94462541
94462546,94663522
155538245,155538250
155538243,155539971
94462549,94462541
155538248,155538245
94462548,94462541
155538240,155538243
155538240,156066467
372957132,373150910
372957132,373077919
372957132,345158682
94148652,94292700
94148652,94367656
94148658,94148652
372957134,373077919
94109074,94256618
158585869,157600074
73424948,73424756
94109078,94606324
94109078,94606116
155538238,155821494
155538238,155538231
192009782,179042759
155538231,155538240
234200630,234200628
234200630,234685811
244688589,245231988
73978619,163629829
175758299,179018505
175758299,216384922
167922575,246035946
368806370,372734990
105980705,106401838
114962914,115270578
114962914,114962920
175494081,175494087
331529026,271401688
331529026,331579644
175494087,175494093
244688582,244688578
244688582,246153543
244688581,244688578
244688581,246103533
244688586,244688578
244688585,245924089
244688585,244688578
244688583,244688578
244688578,245235505
238213197,238332909
118265330,121654863
306995091,372825885
272189470,272327219
272189476,277807108
272189476,272189470
175494093,175494095
399590967,252830587
175494098,226638890
175494098,175802699
27814323,23494623
114962928,114962934
114962928,115268291
175494095,175494098
115202285,12830801
115202285,116081400
114962920,114962928
331529032,331552028
331529032,331556965
190000661,190968979
190000661,190001041
339104813,339654397
327455089,382997214
101771152,16002024
101771152,228587477
339104807,339104813
191122919,32874531
244688599,244688589
244688599,245251847
368806364,373156447
174938459,186359097
114673754,116898498
113841988,99932570
272189493,272312273
114937969,190913424
244688592,245407160
244688592,244688589
225878097,225930488
244688596,244688589
244688595,244688589
244688594,244688589
244688594,245269742
109849863,272377448
181967339,164851063
181967339,181967347
337584513,363522612
94424010,94424622
105980752,247943534
105980752,92720756
105980758,52787341
226446196,224249345
245531293,246140564
190949526,190949533
190949526,67264254
175783284,203485155
339104843,339976308
94424005,94424010
94424005,98800462
70469008,70468995
70469007,100838185
70469006,69990762
245217083,245217117
181967347,164852570
339104845,339104843
250212992,250228118
198736108,112205071
198736108,200020510
105980747,52787341
190949533,190954388
39054597,12786324
245217071,223100540
29950772,29950916
339643097,339643095
181967317,181967339
175086373,80475528
175086373,215166740
339643095,340072999
339643099,340072976
2607369,22837784
2607367,6881400
2607367,22837925
114962934,114962941
105980730,52787341
2607366,1429938
2607366,279485587
175086371,175086373
241493119,241493122
241493119,238489506
2607362,87871746
2607362,22837909
2607362,16110220
189660361,198738753
99332283,99332274
99332283,99912236
84371122,85002287
105980715,106380429
114962947,114963242
9600450,264800004
9600450,228362376
9600450,347188019
9600450,355170352
9600450,355164733
9600450,355097982
248896820,248913785
105980724,247943534
179701552,226675024
114962941,114962947
114962941,115268291
29058213,29058380
223964861,223964862
279314831,139261483
339643073,339643067
225903533,225903541
68624270,32068330
29950714,29950723
16220772,16220777
378670375,306022226
378670373,378670375
303223056,300513877
223964862,225914192
148863771,149141685
29058208,29058213
